"Hobby","Variable","Weight"
"Soccer","Beginner.Resources",3
"Soccer","Advanced.Challenges",6.6
"Soccer","Hobby.Evolution",1.1
"Soccer","Safety.Measures",5.7
"Soccer","Competition.Outcome",1.3
"Soccer","Awards",2.2
"Soccer","Peer.Accountability",1.8
"Soccer","Multiple.Hobbies",0.8
"Soccer","External.Obligations",6.7
"Soccer","Housing.Stability",4.7
"Soccer","Family.Expectations",8.3
"Soccer","Work.Life.Balance",1.1
"Soccer","Routine.Integration",1.5
"Soccer","Cleanup.Effort",3.1
"Soccer","Focus.Intensity",7.7
"Soccer","Portability",3.1
"Soccer","Climate.Change.Awareness",4.1
"Soccer","Social.Perception",3.1
"Soccer","Support.System",0.9
"Soccer","Lifestyle.Fit",9.4
"Soccer","Technology.Enhancement",5.5
"Soccer","Goal.Alignment",7.9
"Soccer","Identity.Fulfillment",6.6
"Soccer","Cognitive.Load",5.2
"Soccer","Self.Reflection",1
"Soccer","Skill.Reinforcement",6.5
"Soccer","Extra.Variable.271",1.6
"Soccer","Extra.Variable.272",4.2
"Soccer","Extra.Variable.273",6.3
"Soccer","Extra.Variable.274",7.8
"Soccer","Extra.Variable.275",6.9
"Soccer","Extra.Variable.276",6.7
"Soccer","Extra.Variable.277",1.6
"Soccer","Extra.Variable.278",3.5
"Soccer","Extra.Variable.279",0.5
"Soccer","Extra.Variable.280",7.2
"Soccer","Extra.Variable.281",9.5
"Soccer","Extra.Variable.282",2.7
"Soccer","Extra.Variable.283",1
"Soccer","Extra.Variable.284",4.8
"Soccer","Extra.Variable.285",8.6
"Soccer","Extra.Variable.286",5.6
"Soccer","Extra.Variable.287",0.6
"Soccer","Extra.Variable.288",9.7
"Soccer","Extra.Variable.289",8.3
"Soccer","Extra.Variable.290",1.4
"Soccer","Extra.Variable.291",9.2
"Soccer","Extra.Variable.292",4.6
"Soccer","Extra.Variable.293",3.8
"Soccer","Extra.Variable.294",4.7
"Soccer","Extra.Variable.295",8.4
"Soccer","Extra.Variable.296",6.6
"Soccer","Extra.Variable.297",0.7
"Soccer","Extra.Variable.298",9.6
"Soccer","Extra.Variable.299",1.6
"Soccer","Extra.Variable.300",7.5
"Martial Arts","Gender..male.",6.4
"Martial Arts","Gender..female.",2
"Martial Arts","Age",1.8
"Martial Arts","Education.Level",8.7
"Martial Arts","Student.Status",4.3
"Martial Arts","Employment.Status",6.6
"Martial Arts","Occupation.Type",5.1
"Martial Arts","Income.Level",7.3
"Martial Arts","Living.Situation",4.8
"Martial Arts","Relationship.Status",2.9
"Martial Arts","Parental.Status",3.7
"Martial Arts","Urban.Environment",8.6
"Martial Arts","Rural.Environment",4.7
"Martial Arts","Suburban.Environment",2.2
"Martial Arts","Region..Geography.",9.4
"Martial Arts","Cultural.Ethnic.Background",8
"Martial Arts","Religious.Beliefs",0.7
"Martial Arts","Physical.Health.Status",10
"Martial Arts","Disability.Status",7
"Martial Arts","Mental.Health.Condition",1.7
"Martial Arts","Body.Image.Self.Consciousness",2.4
"Martial Arts","Language.Fluency",7
"Martial Arts","Generation.Identity",7.8
"Martial Arts","Parental.Encouragement",2.5
"Martial Arts","Family.Tradition",2.6
"Martial Arts","Peer.Economic.Status",3.1
"Martial Arts","Financial.Independence",6
"Martial Arts","Living.Expenses",1.8
"Martial Arts","Student.Loan.Burden",1.1
"Martial Arts","Rent.Burden",6.8
"Martial Arts","Openness.to.Experience",7.8
"Martial Arts","Conscientiousness",5.1
"Martial Arts","Extraversion",3.7
"Martial Arts","Introversion",4.4
"Martial Arts","Agreeableness",3.9
"Martial Arts","Neuroticism",9.6
"Martial Arts","Sensation.Seeking",7.7
"Martial Arts","Need.for.Novelty",2.2
"Martial Arts","Competitiveness",3.9
"Martial Arts","Creativity..Trait.",5.5
"Martial Arts","Curiosity",6.2
"Martial Arts","Patience",4.7
"Martial Arts","Attention.Span",8.1
"Martial Arts","Detail.Orientedness",7.7
"Martial Arts","Impulsivity",5.1
"Martial Arts","Self.Discipline",8.6
"Martial Arts","Self.Esteem",7.5
"Martial Arts","Shyness",7.8
"Martial Arts","Independence",9.6
"Martial Arts","Empathy",2.7
"Martial Arts","Analytical.Thinking",2.7
"Martial Arts","Playfulness",8.9
"Martial Arts","Workaholic.Attitude",7.7
"Martial Arts","Thrill.Seeking",9.3
"Martial Arts","Flexibility..Cognitive.",0.7
"Martial Arts","Perfectionism",6.3
"Martial Arts","Flow.Proneness",1.5
"Martial Arts","Optimism",5.1
"Martial Arts","Resilience",1.6
"Martial Arts","Assertiveness",1.4
"Martial Arts","Intrinsic.Motivation",0.2
"Martial Arts","Extrinsic.Motivation",6.3
"Martial Arts","Achievement.Drive",3.7
"Martial Arts","Desire.for.Recognition",1.1
"Martial Arts","Desire.for.Mastery",3.3
"Martial Arts","Desire.for.Relaxation",1.8
"Martial Arts","Social.Connection.Need",9.4
"Martial Arts","Creative.Expression.Need",3.3
"Martial Arts","Escapism",3.4
"Martial Arts","Boredom.Avoidance",8.4
"Martial Arts","Health.Consciousness",6.5
"Martial Arts","Personal.Growth",7.1
"Martial Arts","Identity.Expression",6.4
"Martial Arts","Fun.Orientation",9.5
"Martial Arts","Altruism",2.1
"Martial Arts","Therapeutic.Need",9.9
"Martial Arts","Habit.Strength",8.3
"Martial Arts","Peer.Approval",5.9
"Martial Arts","Obligation.Commitment",6.7
"Martial Arts","Curiosity.Driven.Exploration",6.5
"Martial Arts","Challenge.Seeking",0.7
"Martial Arts","Fear.of.Missing.Out",2.3
"Martial Arts","Self.Efficacy",9.6
"Martial Arts","Desire.for.Prestige",5.4
"Martial Arts","Perceived.Time.Value",3.8
"Martial Arts","Desire.for.Autonomy",7.6
"Martial Arts","Desire.for.Belonging",5.3
"Martial Arts","Desire.for.Exploration",0.2
"Martial Arts","Value.Congruence",7.4
"Martial Arts","Need.for.Feedback",7.3
"Martial Arts","Peer.Influence",1.7
"Martial Arts","Friends..Participation",9.6
"Martial Arts","Family.Support",2.3
"Martial Arts","Partner.Support",4.6
"Martial Arts","Social.Norms",1.2
"Martial Arts","Peer.Competition",6.1
"Martial Arts","Mentorship.Presence",3.8
"Martial Arts","Role.Models",3.6
"Martial Arts","Club.Group.Access",8.3
"Martial Arts","Sense.of.Community",0.2
"Martial Arts","Inclusivity.of.Community",8
"Martial Arts","Social.Recognition",5.8
"Martial Arts","Social.Media.Trends",9.9
"Martial Arts","Celebrity.Endorsement",5.9
"Martial Arts","Cultural.Stigma",0.6
"Martial Arts","Networking.Opportunities",0.6
"Martial Arts","Team.Dynamics",8.8
"Martial Arts","Event.Frequency",8.4
"Martial Arts","Friends..Judgment",3.5
"Martial Arts","Preferred.Group.Size",6.2
"Martial Arts","Time.with.Family",4.9
"Martial Arts","Age.of.Peers",9.7
"Martial Arts","Representation.in.Media",9.5
"Martial Arts","Workplace.Culture",9.8
"Martial Arts","School.Culture",8.7
"Martial Arts","Hobby.Popularity.in.Area",9.1
"Martial Arts","Encouragement.from.Others",2.3
"Martial Arts","Gift.Culture",8.3
"Martial Arts","Family.Hobby.Culture",7.1
"Martial Arts","Cultural.Tradition",9.6
"Martial Arts","Access.to.Facilities",5.8
"Martial Arts","Home.Space.Availability",0.9
"Martial Arts","Environmental.Proximity",6
"Martial Arts","Climate.Suitability",6.9
"Martial Arts","Urban.Infrastructure",2.3
"Martial Arts","Neighborhood.Safety",4
"Martial Arts","Local.Classes",6
"Martial Arts","Internet.Access",3.8
"Martial Arts","Free.Time",3.8
"Martial Arts","Schedule.Flexibility",1.4
"Martial Arts","Transportation.Access",9.4
"Martial Arts","Noise.Constraints",7.5
"Martial Arts","Light.Pollution",0.1
"Martial Arts","Air.Quality",7.7
"Martial Arts","Cost.of.Local.Access",7.4
"Martial Arts","Rental.Options",0.2
"Martial Arts","Supply.Store.Access",3.8
"Martial Arts","Resource.Competition",6.1
"Martial Arts","Supportive.Employer",4.6
"Martial Arts","Legal.Barriers",7.8
"Martial Arts","Public.Health.Concern",4.3
"Martial Arts","Home.Supportiveness",1.6
"Martial Arts","Workload",9.8
"Martial Arts","Relocation.Frequency",2.5
"Martial Arts","Insurance.Availability",7.2
"Martial Arts","Physical.Risk.Level",1.5
"Martial Arts","Weather.Conditions",3.4
"Martial Arts","Accessibility.for.Disabilities",4.5
"Martial Arts","COVID.Impact",2
"Martial Arts","Commuting.Distance",4.6
"Martial Arts","Disposable.Income",1.7
"Martial Arts","Startup.Costs",5.6
"Martial Arts","Ongoing.Costs",6.7
"Martial Arts","Ability.to.Monetize",0.7
"Martial Arts","Perceived.Value",8.7
"Martial Arts","Opportunity.Cost",1.9
"Martial Arts","Work.Hours",2.3
"Martial Arts","Job.Demands",6.6
"Martial Arts","Financial.Stress",4.7
"Martial Arts","Socioeconomic.Status",5
"Martial Arts","Parental.Financial.Support",1.4
"Martial Arts","Frugality.Mindset",8.1
"Martial Arts","Access.to.Credit",6.2
"Martial Arts","Economic.Climate",1.4
"Martial Arts","Used.Gear.Market",3.8
"Martial Arts","Resale.Value",8.1
"Martial Arts","Living.Cost.Burden",5.7
"Martial Arts","Transportation.Cost",1.2
"Martial Arts","Marketplace.Strength",3.8
"Martial Arts","Recession.Sensitivity",2.5
"Martial Arts","Equipment.Quality",5.2
"Martial Arts","Free.Alternatives",8.4
"Martial Arts","Scholarship.Availability",4.4
"Martial Arts","Workplace.Perks",4.4
"Martial Arts","Debt.Burden",9.1
"Martial Arts","Class.Based.Identity",5.8
"Martial Arts","Hobby.Affordability",5.7
"Martial Arts","Hobby.Elitism",2.7
"Martial Arts","Low.Cost.Hacks",6.1
"Martial Arts","Hobby.Inflation.Risk",5.8
"Martial Arts","Physical.Strength",4
"Martial Arts","Flexibility",9.9
"Martial Arts","Hand.Eye.Coordination",8.8
"Martial Arts","Fine.Motor.Skills",7.5
"Martial Arts","Artistic.Talent",5.4
"Martial Arts","Musical.Ability",4.7
"Martial Arts","Strategic.Thinking",1.9
"Martial Arts","Logical.Reasoning",3.1
"Martial Arts","Public.Speaking",7.8
"Martial Arts","Writing.Skill",4.6
"Martial Arts","Technical.Skill",8.8
"Martial Arts","Cooking.Skill",1.6
"Martial Arts","Subject.Knowledge",5.1
"Martial Arts","Learning.Aptitude",6.5
"Martial Arts","Memory.Retention",5.2
"Martial Arts","Spatial.Skills",8.9
"Martial Arts","Creative.Fluency",9.9
"Martial Arts","Tolerance.for.Repetition",1.2
"Martial Arts","Singing.Ability",1.4
"Martial Arts","Rhythm.Sense",1.4
"Martial Arts","Teamwork.Skills",6.8
"Martial Arts","Stress.Tolerance",3.8
"Martial Arts","Adaptability",7.4
"Martial Arts","Hobby.Specific.Training",4.1
"Martial Arts","Hand.Stability",6.3
"Martial Arts","Focus.Consistency",7.7
"Martial Arts","Endurance",5.5
"Martial Arts","Gaming.Reflexes",5.4
"Martial Arts","Problem.Solving",1
"Martial Arts","Pattern.Recognition",4.2
"Martial Arts","Current.Stress.Level",5.5
"Martial Arts","Anxiety.Level",4.7
"Martial Arts","Mood.Depression",9
"Martial Arts","Baseline.Happiness",9.1
"Martial Arts","Resilience.to.Failure",8.2
"Martial Arts","Energy.Level",3.8
"Martial Arts","Mental.Fatigue",7.2
"Martial Arts","Focus.Ability",4
"Martial Arts","Desire.for.Solitude",2.4
"Martial Arts","Outlet.for.Emotion",3.5
"Martial Arts","Anger.Management",0.8
"Martial Arts","Life.Satisfaction",3.4
"Martial Arts","Burnout.Level",4.7
"Martial Arts","Boredom.Proneness",9.6
"Martial Arts","Need.for.Meaning",3.2
"Martial Arts","Gratification.Preference",9
"Martial Arts","Process.Orientation",2.4
"Martial Arts","Therapeutic.Value",2
"Martial Arts","Coping.Strategy.Need",5.2
"Martial Arts","Motivational.Burnout",6.8
"Martial Arts","Self.Awareness",0.5
"Martial Arts","Restlessness",2.3
"Martial Arts","Confidence.in.Hobby",4.6
"Martial Arts","Perfection.Pressure",3.4
"Martial Arts","Peer.Comparison.Anxiety",7.2
"Martial Arts","Fear.of.Judgment",5.2
"Martial Arts","Emotional.Reward",1.7
"Martial Arts","Social.Energy",9
"Martial Arts","Resonance.with.Identity",3
"Martial Arts","Passion.Intensity",7.3
"Martial Arts","Trendiness",7.8
"Martial Arts","Media.Exposure",9.6
"Martial Arts","Nostalgia",5
"Martial Arts","Early.Success",6.2
"Martial Arts","Beginner.Resources",3.4
"Martial Arts","Advanced.Challenges",6.8
"Martial Arts","Hobby.Evolution",4.7
"Martial Arts","Safety.Measures",4.4
"Martial Arts","Competition.Outcome",8.6
"Martial Arts","Awards",0.6
"Martial Arts","Peer.Accountability",8.8
"Martial Arts","Multiple.Hobbies",8.5
"Martial Arts","External.Obligations",5.1
"Martial Arts","Housing.Stability",5
"Martial Arts","Family.Expectations",3.7
"Martial Arts","Work.Life.Balance",9.9
"Martial Arts","Routine.Integration",1.2
"Martial Arts","Cleanup.Effort",5.9
"Martial Arts","Focus.Intensity",6.8
"Martial Arts","Portability",9.3
"Martial Arts","Climate.Change.Awareness",7.8
"Martial Arts","Social.Perception",6.5
"Martial Arts","Support.System",1.3
"Martial Arts","Lifestyle.Fit",3.8
"Martial Arts","Technology.Enhancement",1.5
"Martial Arts","Goal.Alignment",8.8
"Martial Arts","Identity.Fulfillment",7.5
"Martial Arts","Cognitive.Load",7.6
"Martial Arts","Self.Reflection",6.6
"Martial Arts","Skill.Reinforcement",5.1
"Martial Arts","Extra.Variable.271",1.6
"Martial Arts","Extra.Variable.272",3.4
"Martial Arts","Extra.Variable.273",1.5
"Martial Arts","Extra.Variable.274",7.3
"Martial Arts","Extra.Variable.275",1.7
"Martial Arts","Extra.Variable.276",7.1
"Martial Arts","Extra.Variable.277",7
"Martial Arts","Extra.Variable.278",4.6
"Martial Arts","Extra.Variable.279",1.4
"Martial Arts","Extra.Variable.280",3.2
"Martial Arts","Extra.Variable.281",3.3
"Martial Arts","Extra.Variable.282",7
"Martial Arts","Extra.Variable.283",1.2
"Martial Arts","Extra.Variable.284",8.3
"Martial Arts","Extra.Variable.285",7.6
"Martial Arts","Extra.Variable.286",1.9
"Martial Arts","Extra.Variable.287",7.2
"Martial Arts","Extra.Variable.288",6.7
"Martial Arts","Extra.Variable.289",7.5
"Martial Arts","Extra.Variable.290",2
"Martial Arts","Extra.Variable.291",1.7
"Martial Arts","Extra.Variable.292",2.4
"Martial Arts","Extra.Variable.293",3.7
"Martial Arts","Extra.Variable.294",8
"Martial Arts","Extra.Variable.295",7.4
"Martial Arts","Extra.Variable.296",9.3
"Martial Arts","Extra.Variable.297",0.7
"Martial Arts","Extra.Variable.298",0.2
"Martial Arts","Extra.Variable.299",7
"Martial Arts","Extra.Variable.300",2.9
"Weightlifting","Gender..male.",3.4
"Weightlifting","Gender..female.",5.5
"Weightlifting","Age",1.1
"Weightlifting","Education.Level",6.5
"Weightlifting","Student.Status",3.3
"Weightlifting","Employment.Status",6.4
"Weightlifting","Occupation.Type",8.4
"Weightlifting","Income.Level",1.8
"Weightlifting","Living.Situation",9.3
"Weightlifting","Relationship.Status",5.4
"Weightlifting","Parental.Status",9.2
"Weightlifting","Urban.Environment",2.2
"Weightlifting","Rural.Environment",6.1
"Weightlifting","Suburban.Environment",4.1
"Weightlifting","Region..Geography.",7.8
"Weightlifting","Cultural.Ethnic.Background",6.1
"Weightlifting","Religious.Beliefs",5
"Weightlifting","Physical.Health.Status",9.1
"Weightlifting","Disability.Status",3.8
"Weightlifting","Mental.Health.Condition",2.3
"Weightlifting","Body.Image.Self.Consciousness",6.1
"Weightlifting","Language.Fluency",6.3
"Weightlifting","Generation.Identity",4.4
"Weightlifting","Parental.Encouragement",4.9
"Weightlifting","Family.Tradition",9.6
"Weightlifting","Peer.Economic.Status",7.4
"Weightlifting","Financial.Independence",1.2
"Weightlifting","Living.Expenses",2.2
"Weightlifting","Student.Loan.Burden",9.8
"Weightlifting","Rent.Burden",7.3
"Weightlifting","Openness.to.Experience",9.2
"Weightlifting","Conscientiousness",3.1
"Weightlifting","Extraversion",7.4
"Weightlifting","Introversion",7.2
"Weightlifting","Agreeableness",3
"Weightlifting","Neuroticism",5.6
"Weightlifting","Sensation.Seeking",6.3
"Weightlifting","Need.for.Novelty",4.9
"Weightlifting","Competitiveness",8.3
"Weightlifting","Creativity..Trait.",8.3
"Weightlifting","Curiosity",8.5
"Weightlifting","Patience",8.1
"Weightlifting","Attention.Span",4.9
"Weightlifting","Detail.Orientedness",3.9
"Weightlifting","Impulsivity",8.3
"Weightlifting","Self.Discipline",5
"Weightlifting","Self.Esteem",2.5
"Weightlifting","Shyness",5.1
"Weightlifting","Independence",1.5
"Weightlifting","Empathy",6.9
"Weightlifting","Analytical.Thinking",3.4
"Weightlifting","Playfulness",2.7
"Weightlifting","Workaholic.Attitude",9.6
"Weightlifting","Thrill.Seeking",7.8
"Weightlifting","Flexibility..Cognitive.",7.9
"Weightlifting","Perfectionism",6.3
"Weightlifting","Flow.Proneness",8.4
"Weightlifting","Optimism",7.6
"Weightlifting","Resilience",6
"Weightlifting","Assertiveness",9.6
"Weightlifting","Intrinsic.Motivation",2
"Weightlifting","Extrinsic.Motivation",9.4
"Weightlifting","Achievement.Drive",4.1
"Weightlifting","Desire.for.Recognition",5.3
"Weightlifting","Desire.for.Mastery",1.3
"Weightlifting","Desire.for.Relaxation",5.4
"Weightlifting","Social.Connection.Need",6.2
"Weightlifting","Creative.Expression.Need",10
"Weightlifting","Escapism",9.8
"Weightlifting","Boredom.Avoidance",9.7
"Weightlifting","Health.Consciousness",3.5
"Weightlifting","Personal.Growth",9.9
"Weightlifting","Identity.Expression",4.6
"Weightlifting","Fun.Orientation",8.5
"Weightlifting","Altruism",2.2
"Weightlifting","Therapeutic.Need",5.1
"Weightlifting","Habit.Strength",9.7
"Weightlifting","Peer.Approval",9.5
"Weightlifting","Obligation.Commitment",6.9
"Weightlifting","Curiosity.Driven.Exploration",8
"Weightlifting","Challenge.Seeking",1.8
"Weightlifting","Fear.of.Missing.Out",7.2
"Weightlifting","Self.Efficacy",6.2
"Weightlifting","Desire.for.Prestige",1
"Weightlifting","Perceived.Time.Value",1.2
"Weightlifting","Desire.for.Autonomy",1.2
"Weightlifting","Desire.for.Belonging",7.3
"Weightlifting","Desire.for.Exploration",1.5
"Weightlifting","Value.Congruence",4.7
"Weightlifting","Need.for.Feedback",3.6
"Weightlifting","Peer.Influence",5.5
"Weightlifting","Friends..Participation",7.1
"Weightlifting","Family.Support",6.9
"Weightlifting","Partner.Support",5.2
"Weightlifting","Social.Norms",4.7
"Weightlifting","Peer.Competition",4
"Weightlifting","Mentorship.Presence",8.6
"Weightlifting","Role.Models",3.4
"Weightlifting","Club.Group.Access",2.7
"Weightlifting","Sense.of.Community",7.5
"Weightlifting","Inclusivity.of.Community",3.7
"Weightlifting","Social.Recognition",8.5
"Weightlifting","Social.Media.Trends",3.3
"Weightlifting","Celebrity.Endorsement",7
"Weightlifting","Cultural.Stigma",0.5
"Weightlifting","Networking.Opportunities",3.9
"Weightlifting","Team.Dynamics",3.5
"Weightlifting","Event.Frequency",8.2
"Weightlifting","Friends..Judgment",9.7
"Weightlifting","Preferred.Group.Size",4.7
"Weightlifting","Time.with.Family",8.3
"Weightlifting","Age.of.Peers",7
"Weightlifting","Representation.in.Media",9.7
"Weightlifting","Workplace.Culture",8.1
"Weightlifting","School.Culture",0.9
"Weightlifting","Hobby.Popularity.in.Area",7.2
"Weightlifting","Encouragement.from.Others",5.4
"Weightlifting","Gift.Culture",0.3
"Weightlifting","Family.Hobby.Culture",2.6
"Weightlifting","Cultural.Tradition",9.2
"Weightlifting","Access.to.Facilities",9.3
"Weightlifting","Home.Space.Availability",8
"Weightlifting","Environmental.Proximity",9.8
"Weightlifting","Climate.Suitability",8.1
"Weightlifting","Urban.Infrastructure",0.2
"Weightlifting","Neighborhood.Safety",2.9
"Weightlifting","Local.Classes",0.4
"Weightlifting","Internet.Access",1
"Weightlifting","Free.Time",2.3
"Weightlifting","Schedule.Flexibility",5.1
"Weightlifting","Transportation.Access",8.5
"Weightlifting","Noise.Constraints",8.6
"Weightlifting","Light.Pollution",6.2
"Weightlifting","Air.Quality",9.3
"Weightlifting","Cost.of.Local.Access",5.1
"Weightlifting","Rental.Options",8.9
"Weightlifting","Supply.Store.Access",4.6
"Weightlifting","Resource.Competition",2.8
"Weightlifting","Supportive.Employer",9.2
"Weightlifting","Legal.Barriers",3.9
"Weightlifting","Public.Health.Concern",5.1
"Weightlifting","Home.Supportiveness",3.4
"Weightlifting","Workload",6.7
"Weightlifting","Relocation.Frequency",10
"Weightlifting","Insurance.Availability",0.4
